Date,Alert Name,Asset,Instance,Job,Group,Severity,Vital,CPU Core,Memory Total,Total Disk Size,Volume,Free,Used,Summary,Description
02:August:2026 17:10:36,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,283.56 GB,316.44 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 52.74%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
02:August:2026 17:15:38,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,117.19 GB,175.78 GB,"Windows Server Disk Space Usage >50% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is above 50%
Used = 60%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
02:August:2026 17:16:21,LinuxServerRootDiskSpace,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,24 Core,78.49 GB,299.85 GB,/home,130.02 GB,169.84 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.154, Mountpoint: /home","Disk usage is above 50%
Used = 56.64%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR mountpoint:/home]"
02:August:2026 17:29:21,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,261.54 GB,338.46 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 56.41%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
02:August:2026 17:29:21,LinuxServerRootDiskSpace,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical 50%,Disk,24 Core,62.26 GB,455.64 GB,/,226.77 GB,228.87 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.159, Mountpoint: /","Disk usage is above 50%
Used = 50.23%
Server Details = map[Asset:CA company:Stoxkart-Moneywise device:/dev/mapper/rhel-root fstype:ext4 group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager mountpoint:/]"
02:August:2026 17:40:44,WindowsServerDiskSpaceUsage,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,146.48 GB,146.48 GB,"Windows Server Disk Space Usage 50% - Group: Product-team, Instance: 192.168.1.161, Drive: D:","Disk usage is more than 50%
Free Space = 51.21GB
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect volume:D:]"
02:August:2026 17:42:21,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,137.03 GB,162.95 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 54.32%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
02:August:2026 18:10:36,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,283.56 GB,316.44 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 52.74%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
02:August:2026 18:15:38,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,117.19 GB,175.78 GB,"Windows Server Disk Space Usage >50% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is above 50%
Used = 60%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
02:August:2026 18:16:21,LinuxServerRootDiskSpace,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,24 Core,78.49 GB,299.85 GB,/home,130.02 GB,169.84 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.154, Mountpoint: /home","Disk usage is above 50%
Used = 56.64%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR mountpoint:/home]"
02:August:2026 18:23:28,InstanceDown,CA,192.168.1.174,Stoxkart-RupeeSeed,LAMA,Critical - Instance Down,Stoxkart,16 Core,16.00 GB,152.91 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.174",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.174 job:Stoxkart-RupeeSeed]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.174 job:Stoxkart-RupeeSeed] has been down for more than 1 minutes.
02:August:2026 18:23:28,InstanceDown,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical - Instance Down,Stoxkart-Moneywise,16 Core,64.00 GB,211.12 GB,N/A,N/A,N/A,"Instance Down - Group: Product-team, instance: 192.168.1.161",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect] has been down for more than 1 minutes.
02:August:2026 18:24:21,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,261.48 GB,338.52 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 56.42%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
02:August:2026 18:25:51,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,261.48 GB,338.52 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 56.42%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
02:August:2026 18:28:28,InstanceDown,CA,192.168.1.174,Stoxkart-RupeeSeed,LAMA,Critical - Instance Down,Stoxkart,16 Core,16.00 GB,152.91 GB,N/A,N/A,N/A,"Instance Down - Group: LAMA, instance: 192.168.1.174",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.174 job:Stoxkart-RupeeSeed]  GroupName = map[Asset:CA __name__:up company:Stoxkart group:LAMA instance:192.168.1.174 job:Stoxkart-RupeeSeed] has been down for more than 1 minutes.
02:August:2026 18:28:28,InstanceDown,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical - Instance Down,Stoxkart-Moneywise,16 Core,64.00 GB,211.12 GB,N/A,N/A,N/A,"Instance Down - Group: Product-team, instance: 192.168.1.161",The instance ServerDetails = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect]  GroupName = map[Asset:CA __name__:up company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect] has been down for more than 1 minutes.
02:August:2026 18:29:21,LinuxServerRootDiskSpace,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical 50%,Disk,24 Core,62.26 GB,455.64 GB,/,226.82 GB,228.82 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.159, Mountpoint: /","Disk usage is above 50%
Used = 50.22%
Server Details = map[Asset:CA company:Stoxkart-Moneywise device:/dev/mapper/rhel-root fstype:ext4 group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager mountpoint:/]"
02:August:2026 18:40:44,WindowsServerDiskSpaceUsage,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,146.48 GB,146.48 GB,"Windows Server Disk Space Usage 50% - Group: Product-team, Instance: 192.168.1.161, Drive: D:","Disk usage is more than 50%
Free Space = 51.21GB
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect volume:D:]"
02:August:2026 18:42:21,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,137.03 GB,162.95 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 54.32%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
02:August:2026 19:10:36,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,283.56 GB,316.44 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 52.74%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
02:August:2026 19:15:38,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,117.19 GB,175.78 GB,"Windows Server Disk Space Usage >50% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is above 50%
Used = 60%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
02:August:2026 19:16:21,LinuxServerRootDiskSpace,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,24 Core,78.49 GB,299.85 GB,/home,130.02 GB,169.84 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.154, Mountpoint: /home","Disk usage is above 50%
Used = 56.64%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR mountpoint:/home]"
02:August:2026 19:25:51,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,261.48 GB,338.52 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 56.42%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
02:August:2026 19:29:21,LinuxServerRootDiskSpace,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical 50%,Disk,24 Core,62.26 GB,455.64 GB,/,226.77 GB,228.87 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.159, Mountpoint: /","Disk usage is above 50%
Used = 50.23%
Server Details = map[Asset:CA company:Stoxkart-Moneywise device:/dev/mapper/rhel-root fstype:ext4 group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager mountpoint:/]"
02:August:2026 19:40:44,WindowsServerDiskSpaceUsage,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,146.48 GB,146.48 GB,"Windows Server Disk Space Usage 50% - Group: Product-team, Instance: 192.168.1.161, Drive: D:","Disk usage is more than 50%
Free Space = 51.21GB
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect volume:D:]"
02:August:2026 19:42:21,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,137.03 GB,162.95 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 54.32%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
02:August:2026 20:10:36,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,283.56 GB,316.44 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 52.74%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
02:August:2026 20:15:38,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,117.19 GB,175.78 GB,"Windows Server Disk Space Usage >50% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is above 50%
Used = 60%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
02:August:2026 20:16:21,LinuxServerRootDiskSpace,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,24 Core,78.49 GB,299.85 GB,/home,130.02 GB,169.84 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.154, Mountpoint: /home","Disk usage is above 50%
Used = 56.64%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR mountpoint:/home]"
02:August:2026 20:25:51,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,261.48 GB,338.52 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 56.42%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
02:August:2026 20:29:21,LinuxServerRootDiskSpace,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical 50%,Disk,24 Core,62.26 GB,455.64 GB,/,226.73 GB,228.92 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.159, Mountpoint: /","Disk usage is above 50%
Used = 50.24%
Server Details = map[Asset:CA company:Stoxkart-Moneywise device:/dev/mapper/rhel-root fstype:ext4 group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager mountpoint:/]"
02:August:2026 20:40:44,WindowsServerDiskSpaceUsage,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,146.48 GB,146.48 GB,"Windows Server Disk Space Usage 50% - Group: Product-team, Instance: 192.168.1.161, Drive: D:","Disk usage is more than 50%
Free Space = 51.21GB
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect volume:D:]"
02:August:2026 20:42:21,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,137.03 GB,162.95 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 54.32%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
02:August:2026 21:10:37,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,283.50 GB,316.50 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 52.75%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
02:August:2026 21:15:38,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,117.19 GB,175.78 GB,"Windows Server Disk Space Usage >50% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is above 50%
Used = 60%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
02:August:2026 21:16:21,LinuxServerRootDiskSpace,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,24 Core,78.49 GB,299.85 GB,/home,130.02 GB,169.84 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.154, Mountpoint: /home","Disk usage is above 50%
Used = 56.64%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR mountpoint:/home]"
02:August:2026 21:25:51,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,261.48 GB,338.52 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 56.42%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
02:August:2026 21:29:21,LinuxServerRootDiskSpace,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical 50%,Disk,24 Core,62.26 GB,455.64 GB,/,226.82 GB,228.82 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.159, Mountpoint: /","Disk usage is above 50%
Used = 50.22%
Server Details = map[Asset:CA company:Stoxkart-Moneywise device:/dev/mapper/rhel-root fstype:ext4 group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager mountpoint:/]"
02:August:2026 21:40:44,WindowsServerDiskSpaceUsage,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,146.48 GB,146.48 GB,"Windows Server Disk Space Usage 50% - Group: Product-team, Instance: 192.168.1.161, Drive: D:","Disk usage is more than 50%
Free Space = 51.21GB
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect volume:D:]"
02:August:2026 21:42:21,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,137.03 GB,162.95 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 54.32%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
02:August:2026 22:10:37,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,283.50 GB,316.50 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 52.75%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
02:August:2026 22:15:38,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,117.19 GB,175.78 GB,"Windows Server Disk Space Usage >50% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is above 50%
Used = 60%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
02:August:2026 22:16:22,LinuxServerRootDiskSpace,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,24 Core,78.49 GB,299.85 GB,/home,130.02 GB,169.84 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.154, Mountpoint: /home","Disk usage is above 50%
Used = 56.64%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR mountpoint:/home]"
02:August:2026 22:25:51,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,261.42 GB,338.58 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 56.43%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
02:August:2026 22:29:21,LinuxServerRootDiskSpace,CA,192.168.1.159,Stoxkart-Odin-Manager,LAMA,Critical 50%,Disk,24 Core,62.26 GB,455.64 GB,/,226.77 GB,228.87 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.159, Mountpoint: /","Disk usage is above 50%
Used = 50.23%
Server Details = map[Asset:CA company:Stoxkart-Moneywise device:/dev/mapper/rhel-root fstype:ext4 group:LAMA group1:Moneywise instance:192.168.1.159 job:Stoxkart-Odin-Manager mountpoint:/]"
02:August:2026 22:40:44,WindowsServerDiskSpaceUsage,CA,192.168.1.161,Stoxkart-Odin-Connect,Product-team,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,146.48 GB,146.48 GB,"Windows Server Disk Space Usage 50% - Group: Product-team, Instance: 192.168.1.161, Drive: D:","Disk usage is more than 50%
Free Space = 51.21GB
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:Product-team group1:Moneywise instance:192.168.1.161 job:Stoxkart-Odin-Connect volume:D:]"
02:August:2026 22:42:21,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,137.03 GB,162.95 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 54.32%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
02:August:2026 23:10:37,WindowsServerDiskSpaceUsage,CA,192.168.176.158,LAMA-Stoxkart-XTS,LAMA,Critical 50%,Disk,24 Core,64.00 GB,600.00 GB,D:,283.50 GB,316.50 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.158, Drive: D:","Disk usage is above 50%
Used = 52.75%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.176.158 job:LAMA-Stoxkart-XTS volume:D:]"
02:August:2026 23:12:21,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,137.03 GB,162.95 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 54.32%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
02:August:2026 23:13:21,WindowsServerDiskSpaceUsage,CA,192.168.1.155,Stoxkart-Odin-Manager-DBServer,LAMA,Critical 50%,Disk,16 Core,64.00 GB,299.98 GB,F:,137.03 GB,162.95 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.155, Drive: F:","Disk usage is above 50%
Used = 54.32%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.155 job:Stoxkart-Odin-Manager-DBServer volume:F:]"
02:August:2026 23:15:38,WindowsServerDiskSpaceUsage,CA,192.168.176.117,DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN,DR-Trading-Systems,Critical 50%,Disk,16 Core,64.00 GB,292.97 GB,D:,117.19 GB,175.78 GB,"Windows Server Disk Space Usage >50% - Group: DR-Trading-Systems, Instance: 192.168.176.117, Drive: D:","Disk usage is above 50%
Used = 60%
Server Details = map[Asset:CA company:Stoxkart-Moneywise group:DR-Trading-Systems group1:Moneywise instance:192.168.176.117 job:DR-STOX-ODIN-OC-EBUZZ-NETNETADMIN volume:D:]"
02:August:2026 23:16:22,LinuxServerRootDiskSpace,CA,192.168.176.154,Stoxkart-RupeeSeed-DR,LAMA,Critical 50%,Disk,24 Core,78.49 GB,299.85 GB,/home,130.02 GB,169.84 GB,"Linux Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.176.154, Mountpoint: /home","Disk usage is above 50%
Used = 56.64%
Server Details = map[Asset:CA company:Stoxkart device:/dev/mapper/centos_stx--rseed-home fstype:xfs group:LAMA instance:192.168.176.154 job:Stoxkart-RupeeSeed-DR mountpoint:/home]"
02:August:2026 23:25:51,WindowsServerDiskSpaceUsage,CA,192.168.1.225,Stoxkart-XTS,LAMA,Critical 50%,Disk,36 Core,64.00 GB,600.00 GB,D:,261.42 GB,338.58 GB,"Windows Server Disk Space Usage >50% - Group: LAMA, Instance: 192.168.1.225, Drive: D:","Disk usage is above 50%
Used = 56.43%
Server Details = map[Asset:CA company:Stoxkart group:LAMA instance:192.168.1.225 job:Stoxkart-XTS volume:D:]"
